Benchmark	Advice#	Advice	Pattern	Size	Precision	Concreteness
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[StandardDrawingView$DrawingViewKeyListener, declares_method, ?, calls, *?]	2	0.015625	0.3333333333333333	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[ZoomDrawingView$3.keyPressed(KeyEvent;), overrides, ?, calls, *?]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[CommandMenuItem.actionPerformed(ActionEvent;), calls, *?]	1	0.025	0.5	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[CommandMenuItem, declares_method, ?, calls, *?]	2	0.02127659574468085	0.3333333333333333	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[AlignCommand, declares_method, *?]	1	0.2	0.5	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[CommandButton.actionPerformed(ActionEvent;), calls, *?]	1	0.022727272727272728	0.5	
AJHotDraw	13	AlignCommandUndo.before(AlignCommand)	[CommandButton, declares_method, ?, calls, *?]	2	0.021739130434782608	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, StandardDrawing.displayBox()]	2	0.006896551724137931	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, StandardDrawing.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$2.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextAreaFigure.moveBy(I,I)]	2	0.024390243902439025	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ComponentFigure.displayBox()]	2	0.008264462809917356	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DecoratorFigure.moveBy(I,I)]	2	0.023809523809523808	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, EllipseFigure.displayBox()]	2	0.008403361344537815	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, AbstractFigure.displayBox(Rectangle;)]	2	0.010752688172043012	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureAndEnumerator.nextFigure()]	2	0.0035211267605633804	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolyLineFigure.displayBox()]	2	0.007518796992481203	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Dimension.width]	2	0.009615384615384616	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PertFigure.displayBox()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, RectangleFigure.displayBox()]	2	0.007692307692307693	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, Figure.displayBox()]	2	0.010638297872340425	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, BorderDecorator.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, EllipseFigure.basicDisplayBox(Point;,Point;)]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Rectangle.y]	2	0.006289308176100629	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, JavaDrawViewer.view()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, ComponentFigure.bounds]	2	0.015873015873015872	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ImageFigure.basicDisplayBox(Point;,Point;)]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, NodeFigure.displayBox()]	2	0.007042253521126761	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextFigure.moveBy(I,I)]	2	0.024390243902439025	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureEnumeration.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextAreaFigure.displayBox()]	2	0.0078125	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ImageFigure.displayBox()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, NodeFigure.BORDER]	2	0.016666666666666666	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, TextAreaFigure.displayBox()]	1	0.016666666666666666	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.moveBy(I,I)]	2	0.025	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Point.y]	2	0.0053475935828877	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolygonFigure.displayBox()]	2	0.00819672131147541	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AnimationDecorator.displayBox()]	2	0.008403361344537815	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ReverseFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, RoundRectangleFigure.displayBox()]	2	0.008264462809917356	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, RectangleFigure.basicDisplayBox(Point;,Point;)]	2	0.013513513513513514	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureEnumerator.hasNextFigure()]	1	0.008695652173913044	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, TextFigure.fOriginX]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Rectangle.height]	2	0.00546448087431694	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, List.size()]	2	0.0064516129032258064	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, SingleFigureEnumerator.mySingleFigure]	2	0.007751937984496124	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Rectangle.width]	2	0.005434782608695652	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, BorderDecorator.displayBox()]	2	0.008333333333333333	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, ReverseFigureEnumerator.myIterator]	2	0.008547008547008548	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, GraphicalCompositeFigure.getPresentationFigure()]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.<init>(Point;)]	2	0.013888888888888888	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, NullFigure.displayBox()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, TextFigure.fOriginY]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, BorderDecorator.getBorderOffset()]	2	0.016666666666666666	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.<init>(I,I,I,I)]	2	0.0078125	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.<init>()]	2	0.01694915254237288	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$4.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, DrawingView.selection()]	2	0.06666666666666667	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.willChange()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureEnumeration.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureAndEnumerator.hasNextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, AlignCommand$Alignment.moveBy(Figure;,Rectangle;)]	2	0.3333333333333333	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureEnumeration.hasNextFigure()]	1	0.008771929824561403	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureAndEnumerator.hasNextFigure()]	1	0.008771929824561403	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, LineFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Iterator.next()]	2	0.005154639175257732	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, Figure.displayBox()]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolyLineFigure.points()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.<init>(Rectangle;)]	2	0.017241379310344827	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Figure.displayBox()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, GraphicalCompositeFigure.displayBox()]	2	0.00819672131147541	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, FigureAndEnumerator.myFE2]	2	0.008620689655172414	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Rectangle.x]	2	0.006289308176100629	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.displayBox(Point;,Point;)]	2	0.008403361344537815	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractCommand.getDrawingEditor()]	2	0.020833333333333332	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, AlignCommand.myAlignment]	2	0.5	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ComponentFigure.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, FigureEnumeration.nextFigure()]	2	0.00909090909090909	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AbstractCommand.view()]	1	0.025	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, GroupFigure.displayBox()]	2	0.008547008547008548	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextFigure.displayBox()]	2	0.007633587786259542	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureAndEnumerator.nextFigure(), calls, ?]	2	0.0035211267605633804	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, FigureEnumeration.hasNextFigure()]	2	0.008695652173913044	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, overrides, ?, overrides, Command.execute()]	2	0.02702702702702703	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Iterator.hasNext()]	2	0.0050	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, HTMLTextAreaFigure.moveBy(I,I)]	2	0.025	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AnimationDecorator.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, TextFigure.displayBox()]	2	0.016666666666666666	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureEnumerator.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, CompositeFigure.fFigures]	2	0.01	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DecoratorFigure.getDecoratedFigure()]	2	0.005813953488372093	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, overrides, DecoratorFigure.displayBox()]	2	0.01818181818181818	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, NullFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, SingleFigureEnumerator.nextFigure()]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, sets_field, SingleFigureEnumerator.mySingleFigure]	2	0.008849557522123894	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, PolyLineFigure.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, HTMLTextAreaFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolygonFigure.bounds(Polygon;)]	2	0.01818181818181818	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, NodeFigure.displayBox()]	1	0.016666666666666666	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Figure.moveBy(I,I)]	2	0.024390243902439025	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DecoratorFigure.displayBox()]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ReverseFigureEnumerator.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DecoratorFigure.basicDisplayBox(Point;,Point;)]	2	0.014705882352941176	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureAndEnumerator.hasNextFigure(), calls, ?]	2	0.0035087719298245615	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, GraphicalCompositeFigure.displayBox()]	1	0.017857142857142856	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, CompositeFigure.figures()]	2	0.008928571428571428	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextAreaFigure.basicDisplayBox(Point;,Point;)]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Point.<init>(I,I)]	2	0.005376344086021506	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, SingleFigureEnumerator.hasNextFigure()]	2	0.0034965034965034965	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, StandardDrawingView.selectionZOrdered()]	2	0.06666666666666667	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, IteratorWrapper.hasNext()]	2	0.0050	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, FigureEnumerator.getEmptyEnumeration()]	2	0.030303030303030304	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, GroupFigure.displayBox()]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ListWrapper.size()]	2	0.0064516129032258064	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, overrides, Command.execute()]	1	0.02631578947368421	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ReverseListEnumerator.next()]	2	0.005154639175257732	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, StandardDrawing.displayBox(), calls, ?]	2	0.006896551724137931	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, SingleFigureEnumerator.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, PertFigure.displayBox()]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.displayBox(Rectangle;)]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, RoundRectangleFigure.basicDisplayBox(Point;,Point;)]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.changed()]	2	0.006369426751592357	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, EllipseFigure.displayBox()]	1	0.017543859649122806	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, FigureAndEnumerator.myFE1]	2	0.008620689655172414	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextFigure.changed()]	2	0.007518796992481203	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DrawApplet.view()]	2	0.015873015873015872	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PertFigure.basicDisplayBox(Point;,Point;)]	2	0.014705882352941176	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, RectangleFigure.displayBox()]	1	0.016666666666666666	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolygonFigure.getInternalPolygon()]	2	0.009523809523809525	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, NullDrawingView.selection()]	1	0.08333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand.getAlignment()]	1	1.0	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, GroupFigure.displayBox(), calls, ?]	2	0.008547008547008548	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, BorderDecorator.displayBox(), calls, ?]	2	0.008333333333333333	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AnimationDecorator.basicDisplayBox(Point;,Point;)]	2	0.014705882352941176	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, NullFigure.displayBox()]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, PolygonFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AbstractFigure.displayBox(Rectangle;)]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Dimension.height]	2	0.009615384615384616	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, FigureEnumerator.myIterator]	2	0.007246376811594203	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$6.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, GroupFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$1.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, IteratorWrapper.next()]	2	0.005154639175257732	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, StandardDrawingView.selection()]	1	0.07142857142857142	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AbstractFigure.displayBox(Point;,Point;)]	1	0.017857142857142856	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$5.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.add(Rectangle;)]	2	0.014925373134328358	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, NullFigure.myDisplayBox]	2	0.016666666666666666	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ComponentFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DrawingEditor.view()]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, AbstractFigure.basicDisplayBox(Point;,Point;)]	2	0.017857142857142856	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, AlignCommand$Alignment$3.moveBy(Figure;,Rectangle;)]	1	0.3333333333333333	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, ReverseListEnumerator.hasNext()]	2	0.0050	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, PolygonFigure.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureAndEnumerator.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, Rectangle.add(Point;)]	2	0.014084507042253521	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, RoundRectangleFigure.displayBox()]	1	0.01694915254237288	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, DecoratorFigure.displayBox(), calls, ?]	2	0.00847457627118644	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, overrides, AbstractCommand.execute()]	1	0.02702702702702703	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ImageFigure.displayBox()]	1	0.018518518518518517	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextFigure.basicDisplayBox(Point;,Point;)]	2	0.014492753623188406	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, SingleFigureEnumerator.hasNextFigure()]	1	0.008771929824561403	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, StandardDrawing.displayBox()]	1	0.017241379310344827	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, DrawingView.selection()]	1	0.09090909090909091	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, DrawApplication.view()]	2	0.015625	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, FigureEnumeration.nextFigure()]	1	0.00909090909090909	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, TextFigure.displayBox()]	1	0.01694915254237288	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, gets_field, Point.x]	2	0.0053475935828877	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, GraphicalCompositeFigure.basicDisplayBox(Point;,Point;)]	2	0.014705882352941176	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, DecoratorFigure.displayBox()]	1	0.01818181818181818	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ReverseFigureEnumerator.hasNextFigure()]	1	0.008771929824561403	0.5	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, ?, calls, TextFigure.textExtent()]	2	0.01694915254237288	0.3333333333333333	
AJHotDraw	14	AlignCommandUndo.before(AlignCommand)	[*?, calls, GraphicalCompositeFigure.displayBox(), calls, ?]	2	0.00819672131147541	0.3333333333333333	
